,soldierId,bestSoldierPerc
0,47734.0,0.39236090652313527
1,47735.0,0.5208517165649333
2,47736.0,0.1539182856845583
3,47737.0,0.28872418311760806
4,47738.0,0.3204047673108723
5,47739.0,0.06574238232160007
6,47740.0,0.3511031911734933
7,47741.0,0.21936444620235035
8,47742.0,0.7013352005632867
9,47743.0,0.3617317434523821
10,47744.0,0.7484447836822182
11,47745.0,0.023981647141332108
12,47746.0,0.39388333324481445
13,47747.0,0.4394653250039539
14,47748.0,0.44799589842778764
15,47749.0,0.6793350719894008
16,47750.0,0.7249987417046017
17,47751.0,0.7161943816949449
18,47752.0,0.3202316535249355
19,47753.0,0.9660716846448045
20,47754.0,0.28048175739542974
21,47755.0,0.22557172944763582
22,47756.0,0.20988771629803
23,47757.0,1.2189960650532647
24,47758.0,0.22850465523259478
25,47759.0,0.49026155179713693
26,47760.0,0.602984532650112
27,47761.0,0.6300741995923804
28,47762.0,0.8021465391742421
29,47763.0,0.2595249419324311
30,47764.0,0.9173467628165196
31,47765.0,0.8438127028549526
32,47766.0,0.2708999004303238
33,47767.0,0.1517177523039372
34,47768.0,0.608792937551955
35,47769.0,0.2912953817349705
36,47770.0,0.7419277329307046
37,47771.0,0.49216420443485104
38,47772.0,0.6171936122496958
39,47773.0,0.5793833890281863
40,47774.0,0.07278882061977099
41,47775.0,0.18195702727239033
42,47776.0,1.2068950549455018
43,47777.0,0.4253695378192408
44,47778.0,0.23000621129144627
45,47779.0,0.8130986328625794
46,47780.0,0.45905526679167086
47,47781.0,0.5524270178635191
48,47782.0,0.21618980460010356
49,47783.0,0.3296616057471088
50,47784.0,0.8339253604759654
51,47785.0,0.3203121552826871
52,47786.0,0.18803378044281638
53,47787.0,0.6069410279834598
54,47788.0,0.375523077685636
55,47789.0,0.16884570574516766
56,47790.0,0.7058722606430824
57,47791.0,0.36495489900697026
58,47792.0,0.716511895027131
59,47793.0,0.4425637956381027
60,47794.0,0.26943851873946245
61,47795.0,0.8909188844988999
62,47796.0,0.8862175440705785
63,47797.0,0.6794202848527133
64,47798.0,0.280215924456656
65,47799.0,0.4711713424136438
66,47800.0,0.7481187723050898
67,47801.0,0.6226122831592823
68,47802.0,0.5811761462960654
69,47803.0,0.13467480363662132
70,47804.0,0.4502178017120602
71,47805.0,0.2353641131738714
72,47806.0,0.5474019875349668
73,47807.0,0.3299194675359356
74,47808.0,1.0258913334447346
75,47809.0,0.7593480856672382
76,47810.0,0.13679273960330612
77,47811.0,0.8653979802840002
78,47812.0,0.3767929235510565
79,47813.0,0.16001094065657
80,47814.0,0.08092941976099527
81,47815.0,0.6497008606822399
82,47816.0,0.1044613939660537
83,47817.0,0.7421021828630338
84,47818.0,0.6448475222206307
85,47819.0,0.3535104832156944
86,47820.0,0.3210944201888597
87,47821.0,0.9809750596624397
88,47822.0,0.265890361953871
89,47823.0,0.13808855580771612
90,47824.0,0.37776949897377327
91,47825.0,1.1595742624898202
92,47826.0,0.41614039149180004
93,47827.0,0.39800946473471444
94,47828.0,0.662193564869693
95,47829.0,0.4624400190647983
96,47830.0,0.9520791695245228
97,47831.0,0.7085743506069672
98,47832.0,0.6374223065292016
99,47833.0,0.6672474276955462
100,47834.0,0.7982565086173065
101,47835.0,0.7124049493433692
102,47836.0,0.4289216891861728
103,47837.0,0.7125431645055834
104,47838.0,0.8121111966692368
105,47839.0,0.5579521505763787
106,47840.0,0.12569939822308446
107,47841.0,0.3672919694833704
108,47842.0,0.72514099931525
109,47843.0,0.7134924845351175
110,47844.0,0.13947951492051663
111,47845.0,0.63766796229744
112,47846.0,0.285158196940447
113,47847.0,0.16972474246443692
114,47848.0,0.04441423040840908
115,47849.0,0.770789449138126
116,47850.0,0.5740317077062347
117,47851.0,1.0139428077629704
118,47852.0,0.9016110686029716
119,47853.0,0.08449564086293138
120,47854.0,0.37361591164559277
121,47855.0,0.6885751663508026
122,47856.0,0.36204110245179033
123,47857.0,0.7283942193606435
124,47858.0,0.1154424529552161
125,47859.0,0.7312397978826782
126,47860.0,0.13378329466191585
127,47861.0,0.8179142937591499
128,47862.0,0.8568555864690922
129,47863.0,0.4373166519471531
130,47864.0,0.09023328112290308
131,47865.0,0.9726851905876673
132,47866.0,0.35491748698641107
133,47867.0,0.4273900525972308
134,47868.0,0.2777978211006654
135,47869.0,0.8558010931492094
136,47870.0,0.2928238494397099
137,47871.0,0.30511494162656544
138,47872.0,0.19773229408760512
139,47873.0,0.9633736111954857
140,47874.0,0.735952096366641
141,47875.0,0.5787678877797615
142,47876.0,0.2568389258484063
143,47877.0,0.1419526328981534
144,47878.0,0.1672353619759877
145,47879.0,0.19584501551280464
146,47880.0,0.13941701552649066
147,47881.0,0.31200200715966475
148,47882.0,0.37806165160250016
149,47883.0,0.5527952321549435
150,115925.0,0.3531188105527817
151,115926.0,0.5840807074770402
152,115927.0,0.14862117989906448
153,115928.0,0.13235527780792228
154,115929.0,0.10439725225569724
155,115930.0,0.14486225037930278
156,115931.0,0.44430786475537687
157,115932.0,0.20389037594443515
158,115933.0,0.5203171199496425
159,115934.0,0.12383995882102
160,115935.0,0.38762458969711777
161,115936.0,0.17982688511451667
162,115937.0,0.3164181145014915
163,115938.0,0.272864769991773
164,115939.0,0.31570084002563825
165,115940.0,0.555494890328911
166,115941.0,0.8917227582717261
167,115942.0,0.34218554458655254
168,115943.0,0.20057547250111862
169,115944.0,0.925906008289216
170,115945.0,0.362098491291515
